species1,species2,divergence_time,parasites1,parasites2,citsum,citdiff,GRoverlap,distance,BMdiff,Groupdiff,Terrdiff,Tempdiff,precdiff,parsim,parsim_1,parsim_2
Macaca_fascicularis,Pan_troglodytes,30.000,27,52,1137,433,0.0,11255.7,40430.68,23,0,376781,62.083,69.634,0.123,0.174
Macaca_fascicularis,Papio_anubis,12.853,27,37,925,645,0.0,10450.3,13159.24,13,0,5650691,78.502,716.801,0.176,0.211
Macaca_fascicularis,Papio_cynocephalus,12.853,27,40,996,574,0.0,8884.9,11252.83,21.2,0,1747784,45.702,637.905,0.141,0.197
Macaca_fascicularis,Papio_hamadryas,12.853,27,18,884,686,0.0,7496.5,9437.76,9.9,0,2036786,35.978,1276.026,0.089,0.255
Macaca_fascicularis,Papio_ursinus,12.853,27,45,919,651,0.0,9253.0,13160.12,20,0,765045,8.563,1170.398,0.151,0.162
Macaca_fascicularis,Piliocolobus_badius,21.410,27,21,792,778,0.0,13171.9,3861.08,7,2,2283005,42.774,92.445,0.087,0.208
Macaca_fascicularis,Pongo_pygmaeus,30.000,27,22,865,705,127894.6,526.2,48838.97,26,2,2438934,57.297,885.793,0.085,0.204
Macaca_fascicularis,Saguinus_midas,46.812,27,13,790,780,0.0,18366.4,4028.76,21.45,2,1862858,75.250,465.458,0.026,0.156
Macaca_fascicularis,Saimiri_oerstedii,46.812,27,12,786,784,0.0,18567.5,3855.14,1.9,1,2808829,2.518,703.748,0.000,0.093
Macaca_fascicularis,Saimiri_sciureus,46.812,27,33,1044,526,0.0,18914.5,3819.85,7.85,1,2038410,75.324,620.446,0.000,0.104
Macaca_fascicularis,Trachypithecus_cristatus,21.410,27,16,788,782,1223988.8,304.5,2607.49,0.4,1,1572932,13.919,407.261,0.654,0.426
Macaca_fuscata,Macaca_nemestrina,6.037,15,10,300,130,0.0,3610.7,2293.98,18.05,0,1139441,106.428,827.380,0.207,0.207
Macaca_fuscata,Macaca_sinica,6.037,15,14,92,78,0.0,6008.9,5458.77,20.55,0,191743,83.059,58.624,0.074,0.194
Macaca_fuscata,Mandrillus_sphinx,12.853,15,14,143,27,0.0,12832.6,6570.3,26.75,0,154089,129.135,385.627,0.115,0.179
Macaca_fuscata,Pan_troglodytes,30.000,15,52,437,267,0.0,13281.4,34885.24,9.35,0,2954092,153.520,362.503,0.131,0.131
Macaca_fuscata,Papio_anubis,12.853,15,37,225,55,0.0,12792.3,7613.8,0.65,0,8228002,169.939,284.664,0.217,0.182
Macaca_fuscata,Papio_cynocephalus,12.853,15,40,296,126,0.0,10791.1,5707.39,7.55,0,4325094,137.139,205.768,0.180,0.180
Macaca_fuscata,Papio_hamadryas,12.853,15,18,184,14,0.0,10117.4,3892.32,3.75,0,540524,127.415,843.889,0.179,0.233
Macaca_fuscata,Papio_ursinus,12.853,15,45,219,49,0.0,10280.2,7614.68,6.35,0,3342355,100.000,738.261,0.154,0.154
Macaca_fuscata,Piliocolobus_badius,21.410,15,21,92,78,0.0,15315.9,1684.36,6.65,2,294306,134.211,339.692,0.200,0.200
Macaca_fuscata,Pongo_pygmaeus,30.000,15,22,165,5,0.0,3184.5,43293.53,39.65,2,138377,148.733,1317.929,0.088,0.114
Macaca_fuscata,Saguinus_midas,46.812,15,13,90,80,0.0,17309.3,9574.2,35.1,2,714453,166.687,897.595,0.037,0.037
Macaca_fuscata,Saimiri_oerstedii,46.812,15,12,86,84,0.0,15562.9,9400.58,15.55,1,231518,88.919,1135.885,0.000,0.000
Macaca_fuscata,Saimiri_sciureus,46.812,15,33,344,174,0.0,16841.3,9365.29,5.8,1,4615721,166.761,1052.583,0.020,0.000
Macaca_fuscata,Trachypithecus_cristatus,21.410,15,16,88,82,0.0,3660.7,2937.95,13.25,1,1004378,105.356,839.398,0.207,0.233
Macaca_nemestrina,Macaca_sinica,6.037,10,14,222,208,0.0,2943.8,3164.79,2.5,0,1331184,23.368,886.004,0.214,0.353
Macaca_nemestrina,Mandrillus_sphinx,12.853,10,14,273,157,0.0,10645.1,8864.28,8.7,0,985352,22.707,441.753,0.185,0.241
Macaca_nemestrina,Pan_troglodytes,30.000,10,52,567,137,0.0,11008.3,37179.22,27.4,0,1814651,47.092,464.877,0.130,0.143
Macaca_nemestrina,Papio_anubis,12.853,10,37,355,75,0.0,10193.7,9907.78,17.4,0,7088561,63.511,1112.044,0.167,0.182
Macaca_nemestrina,Papio_cynocephalus,12.853,10,40,426,4,0.0,8653.9,8001.37,25.6,0,3185653,30.711,1033.148,0.158,0.172
Macaca_nemestrina,Papio_hamadryas,12.853,10,18,314,116,0.0,7236.9,6186.3,14.3,0,598917,20.987,1671.269,0.103,0.257
Macaca_nemestrina,Papio_ursinus,12.853,10,45,349,81,0.0,9072.4,9908.66,24.4,0,2202914,6.428,1565.641,0.172,0.159
Macaca_nemestrina,Piliocolobus_badius,21.410,10,21,222,208,0.0,12912.9,609.62,11.4,2,845135,27.783,487.688,0.094,0.194
Macaca_nemestrina,Pongo_pygmaeus,30.000,10,22,295,135,127894.6,751.6,45587.51,21.6,2,1001064,42.306,490.550,0.063,0.231
Macaca_nemestrina,Saguinus_midas,46.812,10,13,220,210,0.0,18124.6,7280.22,17.05,2,424989,60.259,70.215,0.000,0.080
Macaca_nemestrina,Saimiri_oerstedii,46.812,10,12,216,214,0.0,18812.4,7106.6,2.5,1,1370960,17.509,308.505,0.000,0.083
Macaca_nemestrina,Saimiri_sciureus,46.812,10,33,474,44,0.0,18712.9,7071.31,12.25,1,3476279,60.333,225.203,0.000,0.065
Macaca_nemestrina,Trachypithecus_cristatus,21.410,10,16,218,212,1218496.3,66.7,643.97,4.8,1,135063,1.072,12.018,0.739,0.514
Macaca_sinica,Mandrillus_sphinx,12.853,14,14,65,51,0.0,7710.1,12029.07,6.2,0,345832,46.076,444.251,0.154,0.313
Macaca_sinica,Pan_troglodytes,30.000,14,52,359,345,0.0,8066.1,40344.01,29.9,0,3145835,70.461,421.127,0.115,0.217
Macaca_sinica,Papio_anubis,12.853,14,37,147,133,0.0,7255.5,13072.57,19.9,0,8419745,86.880,226.040,0.122,0.232
Macaca_sinica,Papio_cynocephalus,12.853,14,40,218,204,0.0,5760.0,11166.16,28.1,0,4516837,54.079,147.144,0.080,0.220
Macaca_sinica,Papio_hamadryas,12.853,14,18,106,92,0.0,4311.2,9351.09,16.8,0,732267,44.356,785.266,0.103,0.333
Macaca_sinica,Papio_ursinus,12.853,14,45,141,127,0.0,6477.5,13073.45,26.9,0,3534098,16.940,679.637,0.073,0.190
Macaca_sinica,Piliocolobus_badius,21.410,14,21,14,0,0.0,9980.0,3774.41,13.9,2,486049,51.151,398.315,0.129,0.270
Macaca_sinica,Pongo_pygmaeus,30.000,14,22,87,73,0.0,3692.7,48752.3,19.1,2,330120,65.674,1376.553,0.161,0.257
Macaca_sinica,Saguinus_midas,46.812,14,13,12,2,0.0,15182.4,4115.43,14.55,2,906196,83.627,956.218,0.000,0.129
Macaca_sinica,Saimiri_oerstedii,46.812,14,12,8,6,0.0,18263.9,3941.81,5,1,39775,5.860,1194.508,0.000,0.103
Macaca_sinica,Saimiri_sciureus,46.812,14,33,266,252,0.0,15804.6,3906.52,14.75,1,4807464,83.701,1111.207,0.000,0.096
Macaca_sinica,Trachypithecus_cristatus,21.410,14,16,10,4,0.0,2941.2,2520.82,7.3,1,1196121,22.296,898.022,0.200,0.333
Mandrillus_sphinx,Pan_troglodytes,30.000,14,52,410,294,312321.6,456.1,28314.94,36.1,0,2800003,24.385,23.124,0.342,0.375
Mandrillus_sphinx,Papio_anubis,11.350,14,37,198,82,0.0,974.3,1043.5,26.1,0,8073913,40.804,670.291,0.315,0.456
Mandrillus_sphinx,Papio_cynocephalus,11.350,14,40,269,153,0.0,2074.1,862.91,34.3,0,4171005,8.004,591.395,0.208,0.449
Mandrillus_sphinx,Papio_hamadryas,11.350,14,18,157,41,0.0,3567.7,2677.98,23,0,386435,1.720,1229.517,0.214,0.436
Mandrillus_sphinx,Papio_ursinus,11.350,14,45,192,76,0.0,2898.8,1044.38,33.1,0,3188266,29.135,1123.888,0.161,0.299
Mandrillus_sphinx,Piliocolobus_badius,21.410,14,21,65,51,0.0,2489.9,8254.66,20.1,2,140217,5.076,45.936,0.300,0.543
Mandrillus_sphinx,Pongo_pygmaeus,30.000,14,22,138,22,0.0,11396.6,36723.23,12.9,2,15712,19.599,932.302,0.161,0.161
Mandrillus_sphinx,Saguinus_midas,46.812,14,13,63,53,0.0,7480.2,16144.5,8.35,2,560364,37.552,511.967,0.036,0.270
Mandrillus_sphinx,Saimiri_oerstedii,46.812,14,12,59,57,0.0,10572.3,15970.88,11.2,1,385607,40.216,750.257,0.000,0.188
Mandrillus_sphinx,Saimiri_sciureus,46.812,14,33,317,201,0.0,8094.7,15935.59,20.95,1,4461631,37.626,666.956,0.021,0.190
Mandrillus_sphinx,Trachypithecus_cristatus,21.410,14,16,61,55,0.0,10646.8,9508.25,13.5,1,850289,23.779,453.770,0.161,0.212
Pan_troglodytes,Papio_anubis,30.000,52,37,492,212,1278735.1,1002.5,27271.44,10,0,5273910,16.419,647.167,0.601,0.504
Pan_troglodytes,Papio_cynocephalus,30.000,52,40,563,141,54903.8,2505.4,29177.85,1.8,0,1371002,16.381,568.271,0.319,0.475
Pan_troglodytes,Papio_hamadryas,30.000,52,18,451,253,0.0,3852.3,30992.92,13.1,0,2413568,26.105,1206.393,0.108,0.275
Pan_troglodytes,Papio_ursinus,30.000,52,45,486,218,0.0,3330.1,27270.56,3,0,388263,53.520,1100.764,0.284,0.357
Pan_troglodytes,Piliocolobus_badius,30.000,52,21,359,345,333679.5,2049.6,36569.6,16,2,2659786,19.309,22.812,0.364,0.364
Pan_troglodytes,Pongo_pygmaeus,15.132,52,22,432,272,0.0,11758.4,8408.29,49,2,2815715,4.786,955.426,0.088,0.088
Pan_troglodytes,Saguinus_midas,46.812,52,13,357,347,0.0,7116.7,44459.44,44.45,2,2239640,13.167,535.092,0.045,0.149
Pan_troglodytes,Saimiri_oerstedii,46.812,52,12,353,351,0.0,10206.7,44285.82,24.9,1,3185611,64.601,773.381,0.015,0.099
Pan_troglodytes,Saimiri_sciureus,46.812,52,33,611,93,0.0,7745.0,44250.53,15.15,1,1661628,13.241,690.080,0.067,0.126
Pan_troglodytes,Trachypithecus_cristatus,30.000,52,16,355,349,0.0,11007.1,37823.19,22.6,1,1949714,48.164,476.895,0.130,0.143
Papio_anubis,Papio_cynocephalus,2.058,37,40,351,71,426416.5,2108.0,1906.41,8.2,0,3902908,32.800,78.896,0.557,0.574
Papio_anubis,Papio_hamadryas,1.277,37,18,239,41,79046.8,2964.4,3721.48,3.1,0,7687478,42.524,559.225,0.311,0.456
Papio_anubis,Papio_ursinus,2.678,37,45,274,6,0.0,3482.7,0.88,7,0,4885647,69.939,453.597,0.534,0.500
Papio_anubis,Piliocolobus_badius,21.410,37,21,147,133,18728.6,2726.7,9298.16,6,2,7933696,35.728,624.356,0.356,0.415
Papio_anubis,Pongo_pygmaeus,30.000,37,22,220,60,0.0,10936.3,35679.73,39,2,8089625,21.206,1602.594,0.073,0.073
Papio_anubis,Saguinus_midas,46.812,37,13,145,135,0.0,7942.8,17188,34.45,2,7513549,3.253,1182.259,0.057,0.180
Papio_anubis,Saimiri_oerstedii,46.812,37,12,141,139,0.0,11008.4,17014.38,14.9,1,8459520,81.020,1420.549,0.021,0.130
Papio_anubis,Saimiri_sciureus,46.812,37,33,399,119,0.0,8593.4,16979.09,5.15,1,3612282,3.178,1337.247,0.079,0.146
Papio_anubis,Trachypithecus_cristatus,21.410,37,16,143,137,0.0,10186.5,10551.75,12.6,1,7223624,64.584,1124.062,0.167,0.182
Papio_cynocephalus,Papio_hamadryas,2.058,40,18,310,112,0.0,2119.7,1815.07,11.3,0,3784570,9.724,638.121,0.176,0.364
Papio_cynocephalus,Papio_ursinus,2.678,40,45,345,77,17254.5,1874.9,1907.29,1.2,0,982739,37.139,532.493,0.400,0.407
Papio_cynocephalus,Piliocolobus_badius,21.410,40,21,218,204,0.0,4554.9,7391.75,14.2,2,4030788,2.928,545.460,0.271,0.377
Papio_cynocephalus,Pongo_pygmaeus,30.000,40,22,291,131,0.0,9403.6,37586.14,47.2,2,4186717,11.595,1523.697,0.069,0.069
Papio_cynocephalus,Saguinus_midas,46.812,40,13,216,206,0.0,9483.3,15281.59,42.65,2,3610642,29.548,1103.363,0.019,0.159
Papio_cynocephalus,Saimiri_oerstedii,46.812,40,12,212,210,0.0,12561.1,15107.97,23.1,1,4556613,48.220,1341.653,0.038,0.107
Papio_cynocephalus,Saimiri_sciureus,46.812,40,33,470,48,0.0,10066.4,15072.68,13.35,1,290626,29.622,1258.351,0.027,0.134
Papio_cynocephalus,Trachypithecus_cristatus,21.410,40,16,214,208,0.0,8661.9,8645.34,20.8,1,3320716,31.783,1045.166,0.148,0.161
Papio_hamadryas,Papio_ursinus,2.678,18,45,233,35,0.0,3828.0,3722.36,10.1,0,2801831,27.415,105.628,0.250,0.339
Papio_hamadryas,Piliocolobus_badius,21.410,18,21,106,92,0.0,5676.0,5576.68,2.9,2,246218,6.796,1183.581,0.206,0.372
Papio_hamadryas,Pongo_pygmaeus,30.000,18,22,179,19,0.0,7975.8,39401.21,35.9,2,402147,21.319,2161.819,0.111,0.111
Papio_hamadryas,Saguinus_midas,46.812,18,13,104,94,0.0,10905.4,13466.52,31.35,2,173928,39.272,1741.484,0.000,0.205
Papio_hamadryas,Saimiri_oerstedii,46.812,18,12,100,98,0.0,13955.5,13292.9,11.8,1,772043,38.496,1979.774,0.034,0.176
Papio_hamadryas,Saimiri_sciureus,46.812,18,33,358,160,0.0,11557.8,13257.61,2.05,1,4075196,39.346,1896.472,0.000,0.150
Papio_hamadryas,Trachypithecus_cristatus,21.410,18,16,102,96,0.0,7227.5,6830.27,9.5,1,463854,22.059,1683.287,0.125,0.243
Papio_ursinus,Piliocolobus_badius,21.410,45,21,141,127,0.0,5140.9,9299.04,13,2,3048049,34.211,1077.953,0.254,0.313
Papio_ursinus,Pongo_pygmaeus,30.000,45,22,214,54,0.0,9775.3,35678.85,46,2,3203978,48.734,2056.191,0.081,0.081
Papio_ursinus,Saguinus_midas,46.812,45,13,139,129,0.0,9205.8,17188.88,41.45,2,2627903,66.687,1635.856,0.033,0.079
Papio_ursinus,Saimiri_oerstedii,46.812,45,12,135,133,0.0,12066.1,17015.26,21.9,1,3573874,11.081,1874.146,0.018,0.068
Papio_ursinus,Saimiri_sciureus,46.812,45,33,393,125,0.0,9661.9,16979.97,12.15,1,1273365,66.761,1790.844,0.037,0.071
Papio_ursinus,Trachypithecus_cristatus,21.410,45,16,137,131,0.0,9099.0,10552.63,19.6,1,2337977,5.356,1577.659,0.172,0.159
Piliocolobus_badius,Pongo_pygmaeus,30.000,21,22,87,73,0.0,13650.4,44977.89,33,0,155929,14.523,978.238,0.132,0.132
Piliocolobus_badius,Saguinus_midas,46.812,21,13,12,2,0.0,5235.1,7889.84,28.45,0,420147,32.476,557.903,0.029,0.244
Piliocolobus_badius,Saimiri_oerstedii,46.812,21,12,8,6,0.0,8284.0,7716.22,8.9,1,525824,45.292,796.193,0.065,0.194
Piliocolobus_badius,Saimiri_sciureus,46.812,21,33,266,252,0.0,5898.5,7680.93,0.85,1,4321415,32.550,712.892,0.055,0.188
Piliocolobus_badius,Trachypithecus_cristatus,15.435,21,16,10,4,0.0,12903.2,1253.59,6.6,1,710073,28.855,499.706,0.171,0.194
Pongo_pygmaeus,Saguinus_midas,46.812,22,13,85,75,0.0,18875.0,52867.73,4.55,0,576076,17.953,420.335,0.000,0.028
Pongo_pygmaeus,Saimiri_oerstedii,46.812,22,12,81,79,0.0,18060.8,52694.11,24.1,1,369895,59.814,182.045,0.000,0.029
Pongo_pygmaeus,Saimiri_sciureus,46.812,22,33,339,179,0.0,19436.3,52658.82,33.85,1,4477344,18.027,265.346,0.000,0.035
Pongo_pygmaeus,Trachypithecus_cristatus,30.000,22,16,83,77,127894.6,751.5,46231.48,26.4,1,866001,43.378,478.532,0.081,0.209
Saguinus_midas,Saimiri_oerstedii,20.093,13,12,6,4,0.0,3092.2,173.62,19.55,1,945971,77.768,238.290,0.190,0.414
Saguinus_midas,Saimiri_sciureus,20.093,13,33,264,254,871775.9,684.7,208.91,29.3,1,3901268,0.074,154.988,0.516,0.362
Saguinus_midas,Trachypithecus_cristatus,46.812,13,16,8,2,0.0,18123.5,6636.25,21.85,1,289926,61.331,58.197,0.000,0.065
Saimiri_oerstedii,Saimiri_sciureus,1.403,12,33,260,258,0.0,2495.2,35.29,9.75,0,4847239,77.842,83.301,0.175,0.298
Saimiri_oerstedii,Trachypithecus_cristatus,46.812,12,16,4,2,0.0,18807.1,6462.63,2.3,0,1235897,16.436,296.487,0.000,0.067
Saimiri_sciureus,Trachypithecus_cristatus,46.812,33,16,262,256,0.0,18726.3,6427.34,7.45,0,3611342,61.405,213.185,0.000,0.058
